X,session,site,habitat,octocoral,stony,relief_cm,species_order,family,binomial,species,size_bin,predator_presence,nocturnal,position,behavior,max_length,colouration,cryptic_behaviour,SVC_date,SVC_max_depth,SVC_area,SVC_abundance,SVC_density,prey_date,prey_depth,prey_area,prey_abundance,prey_density,SVC_prey_difference,total_density,log_difference,average_depth,colouration2,shape,fnt_group,size_bin_char
3497,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Lutjanidae,Ocyurus chrysurus,yellowtail snapper,4,0,0,demersal,schooling,86.3,conspicuous,0,2015-03-19,20,78.53981634,1,0.0127323954473103,2015-03-19,14.65,160,0,0,0.0127323954473103,0.0127323954473103,2.61975767268374,17.325,colourful,fusiform,carnivore,4
3498,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Labridae,Thalassoma bifasciatum,bluehead wrasse,1,0,0,demersal,shoaling,25,conspicuous,0,2015-03-19,20,78.53981634,1,0.0127323954473103,2015-03-19,14.65,160,0,0,0.0127323954473103,0.0127323954473103,2.61975767268374,17.325,colourful,fusiform,planktivore,1
3499,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Labridae,Halichoeres radiatus,puddingwife,2,0,0,demersal,shoaling,51,conspicuous,0,2015-03-19,20,78.53981634,1,0.0127323954473103,2015-03-19,14.65,160,0,0,0.0127323954473103,0.0127323954473103,2.61975767268374,17.325,colourful,fusiform,invertivore,2
3501,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Acanthuridae,Acanthurus tractus,ocean surgeonfish,3,0,0,demersal,solitary,35,none,0,2015-03-19,20,78.53981634,1,0.0127323954473103,2015-03-19,14.65,160,0,0,0.0127323954473103,0.0127323954473103,2.61975767268374,17.325,neutral,compressiform,herbivore,3
3502,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Labridae,Halichoeres garnoti,yellowhead wrasse,3,0,0,demersal,shoaling,19.3,conspicuous,0,2015-03-19,20,78.53981634,1,0.0127323954473103,2015-03-19,14.65,160,1,0.00625,0.00648239544731026,0.0189823954473103,0.638756203817154,17.325,colourful,elongated,invertivore,3
3503,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Gobiidae,Coryphopterus personatus,masked goby,1,0,0,demersal,schooling,4,conspicuous,1,2015-03-19,20,78.53981634,1,0.0127323954473103,2015-03-19,14.65,160,36,0.225,-0.21226760455269,0.23773239544731,-2.80077732658855,17.325,colourful,elongated,planktivore,1
3504,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Serranidae,Hypoplectrus unicolor,butter hamlet,2,0,0,demersal,solitary,13,conspicuous,1,2015-03-19,20,78.53981634,1,0.0127323954473103,2015-03-19,14.65,160,2,0.0125,2.3239544731026e-4,0.0252323954473103,0.0170679872393533,17.325,neutral,compressiform,carnivore,2
3505,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Labridae,Scarus vetula,queen parrotfish,3,0,0,demersal,solitary,44,none,0,2015-03-19,20,78.53981634,1,0.0127323954473103,2015-03-19,14.65,160,0,0,0.0127323954473103,0.0127323954473103,2.61975767268374,17.325,colourful,fusiform,herbivore,3
3506,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Pomacanthidae,Pomacanthus arcuatus,gray angelfish,3,0,0,demersal,solitary,60,none,0,2015-03-19,20,78.53981634,1,0.0127323954473103,2015-03-19,14.65,160,0,0,0.0127323954473103,0.0127323954473103,2.61975767268374,17.325,neutral,compressiform,omnivore,3
3507,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Serranidae,Hypoplectrus gemma,blue hamlet,2,0,0,demersal,solitary,13,none,0,2015-03-19,20,78.53981634,1,0.0127323954473103,2015-03-19,14.65,160,0,0,0.0127323954473103,0.0127323954473103,2.61975767268374,17.325,colourful,fusiform,carnivore,2
3508,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Pomacentridae,Stegastes xanthurus,cocoa damselfish,2,0,0,demersal,solitary,12.5,conspicuous,0,2015-03-19,20,78.53981634,1,0.0127323954473103,2015-03-19,14.65,160,0,0,0.0127323954473103,0.0127323954473103,2.61975767268374,17.325,neutral,compressiform,omnivore,2
3509,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Synodontidae,Synodus intermedius,sand diver,6,0,0,demersal,solitary,45,cryptic,1,2015-03-19,20,78.53981634,1,0.0127323954473103,2015-03-19,14.65,160,0,0,0.0127323954473103,0.0127323954473103,2.61975767268374,17.325,camouflage,elongated,carnivore,6
3510,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Sparidae,Calamus calamus,saucereye porgy,4,0,0,demersal,solitary,68,cryptic,0,2015-03-19,20,78.53981634,1,0.0127323954473103,2015-03-19,14.65,160,0,0,0.0127323954473103,0.0127323954473103,2.61975767268374,17.325,silvering,compressiform,invertivore,4
3511,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Pomacentridae,Stegastes partitus,bicolor damselfish,2,0,0,demersal,solitary,10,conspicuous,0,2015-03-19,20,78.53981634,2,0.0254647908946205,2015-03-19,14.65,160,8,0.05,-0.0245352091053795,0.0754647908946205,-0.65601042865018,17.325,colourful,compressiform,omnivore,2
3512,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Labridae,Scarus iseri,striped parrotfish,2,0,0,demersal,shoaling,35,conspicuous,0,2015-03-19,20,78.53981634,2,0.0254647908946205,2015-03-19,14.65,160,22,0.1375,-0.112035209105379,0.162964790894621,-1.65505512155325,17.325,colourful,fusiform,herbivore,2
3513,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Acanthuridae,Acanthurus coeruleus,blue tang,3,0,0,demersal,solitary,36,cryptic,0,2015-03-19,20,78.53981634,1,0.0127323954473103,2015-03-19,14.65,160,0,0,0.0127323954473103,0.0127323954473103,2.61975767268374,17.325,colourful,compressiform,herbivore,3
3514,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Labridae,Sparisoma viride,stoplight parrotfish,4,0,0,demersal,shoaling,50,none,0,2015-03-19,20,78.53981634,1,0.0127323954473103,2015-03-19,14.65,160,3,0.01875,-0.00601760455268974,0.0314823954473103,-0.363395818663394,17.325,colourful,fusiform,omnivore,4
3515,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Labridae,Scarus iseri,striped parrotfish,3,0,0,demersal,shoaling,35,conspicuous,0,2015-03-19,20,78.53981634,1,0.0127323954473103,2015-03-19,14.65,160,1,0.00625,0.00648239544731026,0.0189823954473103,0.638756203817154,17.325,colourful,fusiform,herbivore,3
3516,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Labridae,Sparisoma aurofrenatum,redband parrotfish,3,0,0,demersal,shoaling,28,cryptic,1,2015-03-19,20,78.53981634,1,0.0127323954473103,2015-03-19,14.65,160,2,0.0125,2.3239544731026e-4,0.0252323954473103,0.0170679872393533,17.325,colourful,fusiform,herbivore,3
3517,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Ephippidae,Chaetodipterus faber,atlantic spadefish,5,1,0,demersal,schooling,91,conspicuous,1,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,8,0.05,-0.05,0.05,-3.93182563272433,17.325,silvering,compressiform,invertivore,5
3518,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Serranidae,Hypoplectrus nigricans,black hamlet,2,0,0,demersal,solitary,15.2,none,0,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,17.325,neutral,compressiform,carnivore,2
3519,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Serranidae,Hypoplectrus nigricans,black hamlet,3,0,0,demersal,solitary,15.2,none,0,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,17.325,neutral,compressiform,carnivore,3
3520,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Pomacanthidae,Holacanthus bermudensis,blue angelfish,5,0,0,demersal,solitary,45,conspicuous,0,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,17.325,colourful,compressiform,invertivore,5
3521,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Labridae,Thalassoma bifasciatum,bluehead wrasse,2,0,0,demersal,shoaling,25,conspicuous,0,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,39,0.24375,-0.24375,0.24375,-5.50023728141062,17.325,colourful,fusiform,planktivore,2
3522,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Haemulidae,Haemulon sciurus,bluestriped grunt,4,0,0,demersal,schooling,46,none,0,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,17.325,colourful,fusiform,invertivore,4
3523,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Haemulidae,Haemulon sciurus,bluestriped grunt,5,0,0,demersal,schooling,46,none,0,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,3,0.01875,-0.01875,0.01875,-2.98315349134713,17.325,colourful,fusiform,invertivore,5
3524,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Gobiidae,Coryphopterus glaucofraenum,bridled goby,1,0,0,demersal,solitary,8,cryptic,1,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,12,0.075,-0.075,0.075,-4.33073334028633,17.325,camouflage,elongated,omnivore,1
3525,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Gobiidae,Coryphopterus glaucofraenum,bridled goby,2,0,0,demersal,solitary,8,cryptic,1,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,17.325,camouflage,elongated,omnivore,2
3526,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Gobiidae,Coryphopterus dicrus,colon goby,1,0,0,demersal,solitary,5,cryptic,1,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,9,0.05625,-0.05625,0.05625,-4.04742764243435,17.325,camouflage,elongated,omnivore,1
3527,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Gobiidae,Coryphopterus dicrus,colon goby,2,0,0,demersal,solitary,5,cryptic,1,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,3,0.01875,-0.01875,0.01875,-2.98315349134713,17.325,camouflage,elongated,omnivore,2
3528,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Pomacanthidae,Pomacanthus paru,french angelfish,3,0,0,demersal,solitary,60,conspicuous,0,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,17.325,colourful,compressiform,omnivore,3
3529,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Pomacanthidae,Pomacanthus paru,french angelfish,4,0,0,demersal,solitary,60,conspicuous,0,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,17.325,colourful,compressiform,omnivore,4
3530,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Haemulidae,Haemulon flavolineatum,french grunt,4,0,0,demersal,schooling,30,none,1,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,17.325,colourful,fusiform,invertivore,4
3531,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Gobiidae,Gnatholepis thompsoni,goldspot goby,1,0,0,demersal,solitary,5.6,cryptic,0,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,9,0.05625,-0.05625,0.05625,-4.04742764243435,17.325,camouflage,elongated,omnivore,1
3532,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Pomacanthidae,Pomacanthus arcuatus,gray angelfish,4,0,0,demersal,solitary,60,none,0,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,17.325,neutral,compressiform,omnivore,4
3533,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Labridae,Sparisoma atomarium,greenblotch parrotfish,1,0,0,demersal,shoaling,25,none,1,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,17.325,colourful,fusiform,herbivore,1
3534,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Sparidae,Calamus proridens,littlehead porgy,4,0,0,demersal,solitary,46,cryptic,0,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,3,0.01875,-0.01875,0.01875,-2.98315349134713,17.325,silvering,compressiform,invertivore,4
3535,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Gobiidae,Coryphopterus personatus,masked goby,2,0,0,demersal,schooling,4,conspicuous,1,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,17.325,colourful,elongated,planktivore,2
3536,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Gobiidae,Elacatinus oceanops,neon goby,1,0,0,demersal,solitary,5,conspicuous,0,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,4,0.025,-0.025,0.025,-3.25809653802148,17.325,colourful,elongated,invertivore,1
3537,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Acanthuridae,Acanthurus tractus,ocean surgeonfish,4,0,0,demersal,solitary,35,none,0,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,17.325,neutral,compressiform,herbivore,4
3538,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Labridae,Sparisoma aurofrenatum,redband parrotfish,4,0,0,demersal,shoaling,28,cryptic,1,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,17.325,colourful,fusiform,herbivore,4
3539,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Labridae,Sparisoma aurofrenatum,redband parrotfish,5,0,0,demersal,shoaling,28,cryptic,1,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,17.325,colourful,fusiform,herbivore,5
3540,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Chaenopsidae,Acanthemblemaria aspera,roughhead blenny,1,0,0,benthic,solitary,4,cryptic,1,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,18,0.1125,-0.1125,0.1125,-4.73180283692146,17.325,camouflage,elongated,invertivore,1
3541,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Synodontidae,Synodus intermedius,sand diver,1,0,0,demersal,solitary,45,cryptic,1,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,17.325,camouflage,elongated,carnivore,1
3542,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Synodontidae,Synodus intermedius,sand diver,4,0,0,demersal,solitary,45,cryptic,1,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,17.325,camouflage,elongated,carnivore,4
3543,195,BISC-P10a,Patch,65,10,66.3076923076923,Tetraodontiformes,Tetraodontidae,Canthigaster rostrata,sharpnose puffer,2,0,0,demersal,solitary,12,conspicuous,0,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,3,0.01875,-0.01875,0.01875,-2.98315349134713,17.325,colourful,globiform,omnivore,2
3544,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Labridae,Halichoeres bivittatus,slippery dick,2,0,0,demersal,shoaling,35,conspicuous,0,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,3,0.01875,-0.01875,0.01875,-2.98315349134713,17.325,colourful,elongated,carnivore,2
3545,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Labridae,Halichoeres bivittatus,slippery dick,3,0,0,demersal,shoaling,35,conspicuous,0,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,17.325,colourful,elongated,carnivore,3
3546,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Labridae,Sparisoma viride,stoplight parrotfish,1,0,0,demersal,shoaling,50,none,0,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,17.325,colourful,fusiform,omnivore,1
3547,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Labridae,Sparisoma viride,stoplight parrotfish,3,0,0,demersal,shoaling,50,none,0,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,17.325,colourful,fusiform,omnivore,3
3548,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Labridae,Sparisoma viride,stoplight parrotfish,5,0,0,demersal,shoaling,50,none,0,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,17.325,colourful,fusiform,omnivore,5
3549,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Labridae,Scarus iseri,striped parrotfish,4,0,0,demersal,shoaling,35,conspicuous,0,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,17.325,colourful,fusiform,herbivore,4
3550,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Haemulidae,Haemulon aurolineatum,tomtate,3,0,0,demersal,schooling,25,none,0,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,66,0.4125,-0.4125,0.4125,-6.02465751446375,17.325,colourful,fusiform,omnivore,3
3551,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Haemulidae,Haemulon aurolineatum,tomtate,4,0,0,demersal,schooling,25,none,0,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,14,0.0875,-0.0875,0.0875,-4.48300255201388,17.325,colourful,fusiform,omnivore,4
3552,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Haemulidae,Haemulon plumierii,white grunt,3,0,0,demersal,schooling,59,none,0,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,3,0.01875,-0.01875,0.01875,-2.98315349134713,17.325,silvering,compressiform,carnivore,3
3553,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Haemulidae,Haemulon plumierii,white grunt,4,0,0,demersal,schooling,59,none,0,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,38,0.2375,-0.2375,0.2375,-5.4743693103284,17.325,silvering,compressiform,carnivore,4
3554,195,BISC-P10a,Patch,65,10,66.3076923076923,Perciformes,Labridae,Halichoeres garnoti,yellowhead wrasse,2,0,0,demersal,shoaling,19.3,conspicuous,0,2015-03-19,20,78.53981634,0,0,2015-03-19,14.65,160,5,0.03125,-0.03125,0.03125,-3.47351804324178,17.325,colourful,elongated,invertivore,2
3557,196,BISC-P11a,Patch,78,5,41.36,Perciformes,Pomacanthidae,Pomacanthus arcuatus,gray angelfish,2,0,0,demersal,solitary,60,none,0,2015-03-19,15,28.27433388,2,0.070735530268839,2015-03-19,8.25,120,1,0.00833333333333333,0.0624021969355057,0.0790688636021723,2.03939394406778,11.625,neutral,compressiform,omnivore,2
3558,196,BISC-P11a,Patch,78,5,41.36,Perciformes,Acanthuridae,Acanthurus tractus,ocean surgeonfish,2,0,0,demersal,solitary,35,none,0,2015-03-19,15,28.27433388,1,0.0353677651344195,2015-03-19,8.25,120,1,0.00833333333333333,0.0270344318010862,0.0437010984677528,1.36009058755374,11.625,neutral,compressiform,herbivore,2
3559,196,BISC-P11a,Patch,78,5,41.36,Perciformes,Labridae,Sparisoma aurofrenatum,redband parrotfish,1,0,0,demersal,shoaling,28,cryptic,1,2015-03-19,15,28.27433388,2,0.070735530268839,2015-03-19,8.25,120,9,0.075,-0.004264469731161,0.145735530268839,-0.0577471747114551,11.625,colourful,fusiform,herbivore,1
3560,196,BISC-P11a,Patch,78,5,41.36,Perciformes,Labridae,Sparisoma viride,stoplight parrotfish,1,0,0,demersal,shoaling,50,none,0,2015-03-19,15,28.27433388,3,0.106103295403258,2015-03-19,8.25,120,4,0.0333333333333333,0.0727699620699252,0.139436628736592,1.13767704682365,11.625,colourful,fusiform,omnivore,1
3561,196,BISC-P11a,Patch,78,5,41.36,Perciformes,Labridae,Scarus iseri,striped parrotfish,1,0,0,demersal,shoaling,35,conspicuous,0,2015-03-19,15,28.27433388,9,0.318309886209775,2015-03-19,8.25,120,24,0.2,0.118309886209775,0.518309886209775,0.462857153317563,11.625,colourful,fusiform,herbivore,1
3562,196,BISC-P11a,Patch,78,5,41.36,Perciformes,Labridae,Thalassoma bifasciatum,bluehead wrasse,1,0,0,demersal,shoaling,25,conspicuous,0,2015-03-19,15,28.27433388,2,0.070735530268839,2015-03-19,8.25,120,0,0,0.070735530268839,0.070735530268839,4.27298616557488,11.625,colourful,fusiform,planktivore,1
3563,196,BISC-P11a,Patch,78,5,41.36,Perciformes,Labridae,Halichoeres bivittatus,slippery dick,2,0,0,demersal,shoaling,35,conspicuous,0,2015-03-19,15,28.27433388,1,0.0353677651344195,2015-03-19,8.25,120,0,0,0.0353677651344195,0.0353677651344195,3.59368280906083,11.625,colourful,elongated,carnivore,2
3564,196,BISC-P11a,Patch,78,5,41.36,Perciformes,Haemulidae,Haemulon plumierii,white grunt,3,0,0,demersal,schooling,59,none,0,2015-03-19,15,28.27433388,1,0.0353677651344195,2015-03-19,8.25,120,25,0.208333333333333,-0.172965568198914,0.243701098467753,-1.75024506873926,11.625,silvering,compressiform,carnivore,3
3565,196,BISC-P11a,Patch,78,5,41.36,Perciformes,Labridae,Halichoeres garnoti,yellowhead wrasse,2,0,0,demersal,shoaling,19.3,conspicuous,0,2015-03-19,15,28.27433388,1,0.0353677651344195,2015-03-19,8.25,120,0,0,0.0353677651344195,0.0353677651344195,3.59368280906083,11.625,colourful,elongated,invertivore,2
3566,196,BISC-P11a,Patch,78,5,41.36,Perciformes,Serranidae,Hypoplectrus unicolor,butter hamlet,2,0,0,demersal,solitary,13,conspicuous,1,2015-03-19,15,28.27433388,1,0.0353677651344195,2015-03-19,8.25,120,1,0.00833333333333333,0.0270344318010862,0.0437010984677528,1.36009058755374,11.625,neutral,compressiform,carnivore,2
3567,196,BISC-P11a,Patch,78,5,41.36,Perciformes,Pomacentridae,Stegastes xanthurus,cocoa damselfish,2,0,0,demersal,solitary,12.5,conspicuous,0,2015-03-19,15,28.27433388,1,0.0353677651344195,2015-03-19,8.25,120,0,0,0.0353677651344195,0.0353677651344195,3.59368280906083,11.625,neutral,compressiform,omnivore,2
3568,196,BISC-P11a,Patch,78,5,41.36,Perciformes,Labridae,Thalassoma bifasciatum,bluehead wrasse,2,0,0,demersal,shoaling,25,conspicuous,0,2015-03-19,15,28.27433388,5,0.176838825672097,2015-03-19,8.25,120,3,0.025,0.151838825672097,0.201838825672097,1.92278112832935,11.625,colourful,fusiform,planktivore,2
3569,196,BISC-P11a,Patch,78,5,41.36,Perciformes,Labridae,Scarus iseri,striped parrotfish,2,0,0,demersal,shoaling,35,conspicuous,0,2015-03-19,15,28.27433388,3,0.106103295403258,2015-03-19,8.25,120,54,0.45,-0.343896704596741,0.556103295403259,-1.4376735931175,11.625,colourful,fusiform,herbivore,2
